"year","gdp","gdp_c","gdp_i","gdp_g","gdp_nx","gdp_comp","gdp_wages","gdp_proprietors","gdp_rent","gdp_interest","gdp_div","gdp_corp","gdp_fy","rgdp","pce_deflator","cpiu","ccpiu","cpiu_irs","ccpiu_irs","gdp_deflator","awi","u3","lfpr","emp_hh","emp_est","tsy_10y","tsy_3m","ffr","avg_rate_debt","rev","rev_iit","rev_payroll","rev_corp","rev_excise","rev_estate","rev_customs","rev_misc","outlays","outlays_disc","outlays_mand","outlays_mand_oasdi","outlays_mand_health","outlays_mand_other","outlays_ni","unmarried_0","unmarried_1","unmarried_2","unmarried_3","unmarried_4","unmarried_5","unmarried_6","unmarried_7","unmarried_8","unmarried_9","unmarried_10","unmarried_11","unmarried_12","unmarried_13","unmarried_14","unmarried_15","unmarried_16","unmarried_17","unmarried_18","unmarried_19","unmarried_20","unmarried_21","unmarried_22","unmarried_23","unmarried_24","unmarried_25","unmarried_26","unmarried_27","unmarried_28","unmarried_29","unmarried_30","unmarried_31","unmarried_32","unmarried_33","unmarried_34","unmarried_35","unmarried_36","unmarried_37","unmarried_38","unmarried_39","unmarried_40","unmarried_41","unmarried_42","unmarried_43","unmarried_44","unmarried_45","unmarried_46","unmarried_47","unmarried_48","unmarried_49","unmarried_50","unmarried_51","unmarried_52","unmarried_53","unmarried_54","unmarried_55","unmarried_56","unmarried_57","unmarried_58","unmarried_59","unmarried_60","unmarried_61","unmarried_62","unmarried_63","unmarried_64","unmarried_65","unmarried_66","unmarried_67","unmarried_68","unmarried_69","unmarried_70","unmarried_71","unmarried_72","unmarried_73","unmarried_74","unmarried_75","unmarried_76","unmarried_77","unmarried_78","unmarried_79","unmarried_80","unmarried_81","unmarried_82","unmarried_83","unmarried_84","unmarried_85","unmarried_86","unmarried_87","unmarried_88","unmarried_89","unmarried_90","unmarried_91","unmarried_92","unmarried_93","unmarried_94","unmarried_95","unmarried_96","unmarried_97","unmarried_98","unmarried_99","unmarried_100","married_0","married_1","married_2","married_3","married_4","married_5","married_6","married_7","married_8","married_9","married_10","married_11","married_12","married_13","married_14","married_15","married_16","married_17","married_18","married_19","married_20","married_21","married_22","married_23","married_24","married_25","married_26","married_27","married_28","married_29","married_30","married_31","married_32","married_33","married_34","married_35","married_36","married_37","married_38","married_39","married_40","married_41","married_42","married_43","married_44","married_45","married_46","married_47","married_48","married_49","married_50","married_51","married_52","married_53","married_54","married_55","married_56","married_57","married_58","married_59","married_60","married_61","married_62","married_63","married_64","married_65","married_66","married_67","married_68","married_69","married_70","married_71","married_72","married_73","married_74","married_75","married_76","married_77","married_78","married_79","married_80","married_81","married_82","married_83","married_84","married_85","married_86","married_87","married_88","married_89","married_90","married_91","married_92","married_93","married_94","married_95","married_96","married_97","married_98","married_99","married_100"
2071,152779.248964626,105282.53185025,27546.4625371877,23817.098456952,-3866.84387976408,81087.1612453987,66597.6894599886,10333.3267590483,4618.4122900591,13134.7282052956,10850.953881067,17248.5441496035,151370.339751852,1.99455683645279,2.44295553526856,2.8094595514077,2.48496273415445,2.80932232494692,2.48484135755695,2.51590721760462,4.70360640892649,4.032,61.22,179.046761534334,173.908430013698,3.7841005,3.02750075,3.2167755,3.639,,,,1781.56875286808,336.217852107164,280.157426966394,361.075028077583,732.371988394145,40280.6788606191,7735.25174677255,24334.8184048885,9172.77030211304,12260.8974676135,2901.15063516198,8210.60870895797,3268950,3284358,3299384,3313654,3327326,3340638,3353731,3373007,3392052,3410940,3429933,3449393,3469672,3491140,3514319,3539727,3554329,3572046,3597446,3614639,3581430,3581132,3538474,3473681,3341969,3160731,3037330,2871448,2727224,2639490,2395729,2384963,2222853,2175448,2142371,2127094,2094562,2056437,2065056,2031687,2068110,2036773,2081262,2004180,2009211,2032518,1963033,1953470,1949400,2020571,1912824,2007571,1976114,2010075,2121048,2079452,2120285,2061920,2058941,2000072,2043512,2070255,2177444,2116797,2113980,1967013,1977210,1884474,1862605,1851843,1887055,1852859,1876229,1775918,1782496,1689775,1744432,1749415,1746154,1728339,1757698,1665251,1639973,1508268,1468402,1386569,1315443,1215558,1178786,1060331,987008,864525,723429,655733,543443,449628,363526,271538,235514,177362,427309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13547,27240,37045,59018,134911,181383,273598,390769,576830,813352,992652,1214967,1415977,1560636,1860667,1926081,2140341,2236813,2315813,2376800,2454991,2537903,2573054,2648678,2652641,2723405,2713944,2819299,2830335,2808408,2864055,2830392,2900393,2760423,2774145,2804738,2851588,2825854,2857631,2914362,2860496,2836653,2832991,2847457,2849220,2810791,2809591,2846388,2786455,2743895,2704790,2657341,2596587,2522082,2504616,2381629,2328358,2276157,2260560,2275780,2191446,2084786,2124607,1941813,1901162,1756871,1583414,1479740,1367702,1308130,1157792,1004591,925114,745009,660042,517859,421930,301042,233442,178325,126828,96523,52098,42439,62095
2072,158010.410449175,108887.405740803,28489.653414461,24632.595908118,-3999.24461420719,83863.5856464411,68877.9943470986,10687.1398672781,4776.54672687073,13584.4612990449,11222.4905419547,17839.134301286,156553.260184956,2.02160302715509,2.490642027317,2.87340285079773,2.53474839025635,2.87326250106271,2.53462458190667,2.56723172484376,4.86212958498394,4.032,61.22,179.139865850332,173.998862397305,3.7841005,3.02750075,3.2167755,3.639,,,,1842.56966696629,347.729951363313,289.750017265723,373.43823703896,757.448405276761,41659.8893048066,8000.10676658204,25168.0425870719,9486.84595725739,12680.7105969046,3000.48603290993,8491.7399511527,3260760,3276848,3292526,3307463,3321698,3335522,3349107,3368815,3388187,3407219,3426063,3445011,3464474,3484843,3506526,3530006,3544857,3562808,3582059,3598872,3570153,3554816,3518069,3422766,3322772,3185748,2972999,2847746,2698648,2597371,2488884,2303831,2268590,2168759,2114831,2125734,2080926,2059787,2045412,2045190,2031656,2062625,2039266,2079403,1989471,2002902,2026162,1964332,1957843,1929147,2021485,1912417,2011570,1977709,2003002,2131154,2072308,2117695,2033271,2033215,1983818,2025792,2045205,2165262,2075298,2092041,1959990,1965304,1874140,1842742,1849125,1866812,1834131,1858590,1767200,1773739,1659661,1731091,1723928,1713814,1673299,1736993,1611325,1601870,1460680,1421325,1321441,1246356,1163406,1114880,977723,899433,776357,634106,560205,454699,366199,292025,202097,178375,429241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11079,22255,35921,56173,125870,185917,271331,418984,574119,767731,1037860,1221201,1428653,1588285,1754674,1996552,2086707,2238497,2340941,2375420,2465157,2530419,2587594,2629301,2683174,2690187,2749011,2738945,2851445,2848581,2821022,2863266,2821247,2911865,2747164,2759482,2783786,2831857,2812719,2825734,2897684,2838151,2838903,2830766,2833187,2833790,2799814,2782640,2845059,2766686,2707646,2672730,2620539,2567653,2473167,2470222,2342806,2284790,2219207,2198140,2228021,2122281,2019710,2060438,1886529,1796260,1680230,1485661,1387347,1259855,1202944,1057844,887671,810467,645605,551677,423894,344536,243246,180008,131085,88628,78270,36780,65680
2073,163420.686902955,112615.710513368,29465.1391473722,25476.015992012,-4136.17874979765,86735.0748189753,71236.3768735432,11053.0675363337,4940.09568679878,14049.5932539242,11606.7486181113,18449.946259762,161913.643813689,2.04901596420331,2.53925935969023,2.93880149968189,2.58553149051281,2.9386579555869,2.58540520169137,2.61960325203057,5.02599538437391,4.032,61.22,179.233018580574,174.089341805752,3.7841005,3.02750075,3.2167755,3.639,,,,1905.65925236321,359.636224897993,299.671057856902,386.224762275174,783.383438673437,43086.3239146032,8274.03042226981,26029.7963652533,9811.67556283389,13114.8981277426,3103.22267467677,8782.49712708017,3251838,3268692,3285021,3300607,3315507,3329893,3343991,3364192,3383996,3403357,3422347,3441147,3460100,3479653,3500241,3522227,3532909,3544759,3574464,3582807,3549243,3540738,3502344,3391781,3289198,3166251,3013172,2819209,2672524,2542301,2472934,2385822,2238188,2202130,2104526,2080023,2106055,2057552,2034123,2036839,2039858,2039717,2044083,2031082,2048833,1969632,2006102,2027157,1953045,1949640,1930367,2019300,1919251,2003887,1968808,2000480,2123322,2062388,2112569,2032397,2026581,1958936,2031323,2022300,2120112,2045184,2091421,1952674,1953561,1861758,1851943,1824070,1868653,1819991,1840918,1739539,1759139,1643909,1723659,1694512,1680939,1626273,1718711,1576153,1531011,1413703,1353481,1268927,1213133,1100540,1039309,903591,812003,692764,552582,463485,372672,290230,235435,157397,432856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13325,28387,29321,55760,128204,179720,265322,427349,585054,765383,977147,1230683,1437383,1627534,1756235,1901814,2106540,2197322,2346336,2418821,2437397,2529302,2594879,2632687,2669245,2707340,2736989,2780512,2787101,2883361,2851825,2820588,2870169,2820662,2898779,2734729,2736129,2773428,2821657,2793462,2810134,2882752,2817045,2811827,2807382,2825308,2792923,2784451,2786426,2831933,2725266,2669648,2638473,2583529,2507781,2444397,2410537,2295648,2237113,2176127,2136201,2161435,2041960,1953050,1984169,1810483,1681454,1577411,1413461,1279770,1159056,1084108,916754,777669,692839,527523,448724,333518,269859,193382,130356,96116,54738,52551,62825
2074,169016.211222512,116471.672441346,30474.0255117782,26348.3147795785,-4277.80151019073,89704.883780777,73675.5104176933,11431.5245687778,5109.24456311477,14530.6513269385,12004.1636907954,19081.6724196963,167457.566977869,2.07680062067791,2.58882570239138,3.00568862181465,2.63733201848777,3.00554181065606,2.63720319949887,2.673043158372,5.19538386672418,4.032,61.22,179.326219750236,174.179868263491,3.7841005,3.02750075,3.2167755,3.639,,,,1970.90902516413,371.950169238501,309.931794877922,399.449098135476,810.206487613616,44561.5996454392,8557.33322392833,26921.0565927995,10147.6273341053,13563.9522396365,3209.4770190577,9083.20982871139,3242215,3259800,3276867,3293102,3308651,3323702,3338361,3359078,3379376,3399169,3418487,3437434,3456241,3475287,3495062,3515954,3526788,3539977,3558870,3569874,3515510,3521930,3470753,3416123,3273365,3157676,3014835,2852055,2654191,2535387,2430028,2371809,2271759,2173628,2132130,2089304,2058898,2094426,2057875,2027187,2048852,2045727,2027043,2046436,2040126,2015193,1983952,2000782,2029511,1963291,1933711,1925739,2029738,1928182,2003497,1973475,1988145,2113595,2042372,2097841,2024550,2014354,1946067,2008278,1995738,2111810,2026573,2063908,1939770,1937752,1868901,1835693,1811795,1843286,1808813,1830163,1721507,1742370,1633662,1704541,1676399,1644928,1602972,1680593,1522136,1483321,1358348,1288223,1211612,1158758,1040835,947143,809198,732811,612640,474067,378638,301500,228885,183342,428764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11681,23484,33021,54524,145493,179992,276681,381321,578318,751375,953702,1177363,1436729,1617126,1783397,1901520,2060307,2215343,2311020,2404725,2482346,2489907,2567892,2638464,2655428,2695747,2748435,2758111,2789226,2832963,2875619,2857891,2813891,2851514,2824716,2889232,2708207,2709619,2754822,2796317,2782467,2795421,2876628,2803983,2789668,2787367,2803262,2778413,2770551,2752990,2806944,2708665,2635223,2605979,2525110,2471157,2399717,2374263,2241454,2177352,2118170,2072019,2084188,1967821,1862944,1897714,1703596,1578794,1486143,1302890,1166723,1054946,964629,792810,649946,580643,435033,345947,250530,198805,142279,89642,65887,34120,63891
2075,174803.326294771,120459.662505738,31517.4561453015,27250.4810776312,-4424.27343389965,92776.3790014308,76198.1598943952,11822.9399700128,5284.18509695582,15028.1808283729,12415.1862555682,19735.0288833467,173191.314071192,2.1049620370943,2.63935958010206,3.07409809484715,2.69017035811126,3.07394794226659,2.69003895826358,2.72757323880278,5.37048116011756,4.032,61.22,179.419469384506,174.270441794988,3.7841005,3.02750075,3.2167755,3.639,,,,2038.39295018575,384.685743033227,320.543859534542,413.126235255634,837.947957749506,46087.3888172991,8850.33631351564,27842.833570537,10495.0820940251,14028.3819643217,3319.36951219024,9394.21893324647,3231932,3250206,3267979,3284949,3301145,3316844,3332170,3353449,3374263,3394550,3414302,3433581,3452535,3471437,3490704,3510786,3519091,3535543,3548683,3561577,3511954,3501332,3464790,3368613,3280803,3137155,2999766,2844811,2702393,2513655,2397744,2301977,2264420,2212101,2131887,2108542,2062584,2037526,2074447,2042120,2039688,2048099,2051631,2013587,2054849,2037936,2015630,1975510,2011813,2038719,1940470,1933514,1927790,2020016,1926735,2013803,1975322,1991091,2111780,2038781,2077529,2020753,1986231,1941039,2001927,1969668,2078911,2035203,2044252,1919760,1911508,1849491,1813695,1794564,1822796,1784966,1808923,1704564,1712495,1613688,1671233,1636824,1596779,1563992,1637810,1452998,1418407,1307295,1220762,1158156,1066917,949353,846590,728502,649920,512996,381663,312885,239468,176697,436489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13120,20171,33545,50954,134912,184179,264149,408644,549242,749380,946244,1162885,1368120,1619939,1798433,1955687,2053423,2164294,2300871,2377869,2473946,2544704,2548912,2620416,2660845,2688689,2718407,2785526,2767612,2803807,2839246,2884937,2842695,2796305,2862832,2810736,2871516,2700772,2692559,2723967,2772250,2755251,2771528,2852530,2794453,2761250,2781103,2771191,2745042,2755755,2743824,2752616,2682157,2605621,2582007,2491039,2437142,2356289,2328986,2194839,2122729,2054829,2015832,2011266,1895616,1781539,1815906,1605074,1473230,1394436,1195059,1048761,947572,837129,690933,542820,482410,336978,258104,193740,152295,92448,59240,44421,59798
2076,180788.592187104,124584.201349934,32596.6138437166,28183.5375497293,-4575.76055627638,95953.0422184398,78807.1848891792,12227.757434586,5465.11559467559,15542.7457399364,12840.2822329589,20410.7562723124,179121.384664989,2.1335053223173,2.69087987910565,3.14406456748587,2.74406730170065,3.14391099743258,2.74393326928728,2.78321573287436,5.55147966561386,4.032,61.22,179.512767508586,174.361062424722,3.7841005,3.02750075,3.2167755,3.639,,,,2108.18752480011,397.857382874685,331.519281285005,427.271677550787,866.639295822849,47665.4210104034,9153.37182889041,28796.1721919922,10854.4337049245,14508.71376278,3433.02472428763,9715.87698952083,3221005,3239952,3258386,3276059,3292990,3309336,3325309,3347256,3368633,3389436,3409684,3429396,3448684,3467734,3486861,3506437,3519399,3524056,3544324,3559317,3513739,3488589,3444102,3365110,3240778,3118537,2965229,2846851,2707140,2543533,2401172,2294792,2190978,2207295,2162983,2103184,2076121,2054884,2016871,2064123,2009142,2033972,2057704,2031523,2014566,2070168,2026236,2029143,1982311,2004620,2033590,1948823,1942996,1926691,2019647,1915560,2002483,1970062,1981331,2126018,2031631,2058286,2010698,1971502,1918946,1995206,1947064,2067568,2017810,2031866,1919173,1884399,1845808,1789509,1784804,1804376,1774042,1790398,1676636,1685338,1576423,1646091,1602222,1554141,1519069,1606230,1401174,1356497,1250074,1150616,1064555,992840,837705,753819,649617,549327,430197,310068,239130,180402,443062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7656,25415,30175,43572,121283,182818,268460,393690,569125,746410,958322,1138381,1341716,1569723,1776162,1945702,2111285,2154961,2257289,2372933,2452895,2522738,2604495,2596122,2688402,2699207,2707793,2762299,2802629,2764843,2822402,2826761,2874112,2841700,2789961,2840675,2785599,2855858,2683055,2683748,2713219,2754359,2739551,2730066,2829956,2781651,2736966,2759282,2754058,2711652,2737143,2711067,2722250,2646065,2554712,2556658,2438102,2401604,2301376,2276461,2130038,2061014,1997501,1951573,1943524,1802335,1688119,1720859,1505310,1340233,1270564,1083196,931417,838661,733756,559385,461165,384939,248012,194693,131034,105706,70641,43885,58881
2077,186978.79358359,128849.964404156,33712.7219017255,29148.541875432,-4732.43459772327,99238.4743839992,81505.5428997847,12646.4358491462,5652.24115263728,16074.9293540718,13279.9334966154,21109.6205670764,185254.500875918,2.16243565448792,2.7434058543458,3.21562347704185,2.7990440581426,3.21546641173414,2.7989073404207,2.839993333825,5.73857826866477,4.032,61.22,179.60611414769,174.451730177182,3.7841005,3.02750075,3.2167755,3.639,,,,2180.37186564926,411.480019664314,342.870501476203,441.901459790126,896.313025311823,49297.4850257996,9466.78328031162,29782.153127846,11226.0895149811,15005.4921220176,3550.57149084724,10048.548617642,3209512,3229052,3248133,3266464,3284097,3301177,3317797,3340394,3362438,3383805,3404571,3424779,3444502,3463887,3483164,3502601,3514347,3525975,3529133,3543473,3512823,3490037,3428056,3331858,3231534,3104775,2931627,2788253,2692193,2568938,2395329,2274015,2171286,2122011,2157746,2131647,2072706,2066084,2008904,1992781,2057962,2010438,2025102,2041182,2016618,1998032,2079626,2024830,2006666,1983556,1989707,2044101,1937118,1954238,1927098,2025059,1911243,2008207,1964701,1964226,2105423,2019896,2049955,1990780,1944002,1896278,1981770,1954717,2053662,1995764,2022123,1910636,1881184,1849403,1764293,1777164,1779301,1743660,1776050,1646979,1655403,1545729,1611778,1548299,1498198,1474053,1529340,1343164,1280811,1173797,1080226,971086,885470,737729,673990,551940,460384,340097,243492,188973,445905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8368,18349,39138,51708,112582,169551,270431,410601,559951,740072,970384,1174573,1334254,1522723,1761733,1947708,2113879,2224745,2248471,2332075,2446110,2504120,2607953,2665574,2637402,2719872,2736913,2748235,2795426,2831872,2762430,2825006,2845354,2864804,2845319,2765661,2837083,2757615,2837732,2658046,2666612,2684505,2735368,2729745,2721425,2809775,2755808,2720388,2748110,2737104,2684635,2686270,2678860,2694200,2605406,2509541,2504209,2374173,2363059,2239273,2225224,2080401,1990048,1936681,1877943,1856461,1711089,1606783,1631470,1389955,1236998,1152215,979324,828814,713756,617781,466511,376025,286028,184180,130870,97254,74505,43805,62805
2078,193380.947475892,133261.787185354,34867.0454996405,30146.5879492468,-4894.47315834933,102636.399746907,84296.2926886734,13079.449812621,5845.77388970358,16625.3349351552,13734.6384195395,21832.4139752931,191597.61498591,2.19175828196278,2.79695713662263,3.28881106737932,2.85512226123894,3.28865042726521,2.85498280440897,2.89792919783503,5.93198255765388,4.032,61.22,179.699509327047,174.542445076875,3.7841005,3.02750075,3.2167755,3.639,,,,2255.0277983291,425.56909553762,354.610387446749,457.03216577334,927.0027832985,50985.430913083,9790.92593982949,30801.8940509434,11610.4708199741,15519.2801722755,3672.14305869385,10392.6109223101,3197558,3217584,3237233,3256209,3274499,3292280,3309635,3332879,3355573,3377608,3398939,3419665,3439886,3459707,3479321,3498911,3509801,3519479,3537226,3517790,3484458,3491090,3421039,3338341,3204098,3068306,2943731,2771438,2633307,2569114,2446937,2295843,2181168,2106051,2072837,2119393,2084530,2049406,2033153,1991545,1965922,2045482,2014372,2011311,2030366,2019174,1997608,2072759,2044693,2009427,1970210,1989663,2058744,1947634,1957686,1932805,2011628,1901964,2007606,1961852,1959709,2096594,2009353,2031955,1987127,1939031,1880378,1958027,1919933,2035320,1983357,2003603,1893465,1865188,1855092,1758828,1773915,1748361,1717747,1752796,1608217,1622940,1513205,1571978,1516025,1463566,1421644,1460442,1293971,1209021,1093044,983859,869251,785194,647561,560385,452808,370265,276469,187022,456343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9085,20516,25913,71178,133256,158903,265660,390074,571081,758164,938225,1169900,1370792,1500201,1688598,1905683,2085305,2223693,2317964,2330367,2421992,2510705,2576396,2662417,2727670,2682771,2744907,2774767,2777425,2805731,2839510,2770657,2801446,2834692,2866998,2831765,2735744,2810193,2736487,2812772,2650404,2653566,2660943,2712427,2705434,2698864,2786291,2737483,2685444,2714020,2713039,2665954,2675866,2648819,2654584,2571275,2469850,2460763,2304126,2299661,2167535,2175485,2021324,1922664,1873009,1794047,1764262,1617967,1496669,1504184,1266997,1124453,1019080,867021,714067,602096,515536,374904,292137,227397,132630,90836,58306,52134,63817
2079,200002.311117467,137824.670778581,36060.8931375482,31178.807120629,-5062.05991929121,106150.670074241,87182.5977503336,13527.2901742051,6045.93318768703,17194.586403335,14204.9124390245,22579.9558298072,198157.917323028,2.22147852426619,2.8515537399295,3.36366440727287,2.91232397821973,3.36350011098977,2.91218172740429,2.95704695347086,6.13190504980205,4.032,61.22,179.792953071897,174.633207148315,3.7841005,3.02750075,3.2167755,3.639,,,,2332.23995014388,440.140581368828,366.752247112925,472.680947129419,958.743358598641,52731.172067547,10126.1672440093,31856.5509032477,12008.01334085,16050.6603253742,3797.87723702353,10748.45392029,3185266,3205654,3225765,3245304,3264237,3282677,3300733,3324711,3348052,3370738,3392735,3414028,3434768,3455089,3475139,3495067,3506196,3515082,3528532,3535944,3466291,3453766,3425856,3329061,3203743,3035508,2922402,2809209,2635134,2480495,2448203,2358003,2193887,2128333,2085484,2045838,2090894,2049326,2020290,2033040,1972937,1928585,2036854,2014554,2004128,2034446,2012227,1984388,2083441,2040876,1990139,1952975,1993075,2056337,1961258,1956250,1920178,2007223,1904772,1994195,1960255,1931404,2076392,1983348,2014402,1974087,1923999,1867864,1925317,1919259,2026842,1967551,1984672,1878017,1830802,1845691,1738833,1758216,1737842,1706379,1706260,1573259,1589942,1488395,1525749,1461561,1412643,1368478,1393938,1219918,1121086,1012293,888691,773968,691411,551481,468399,364000,292935,217026,458903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,21088,30284,47902,145222,188549,251260,387582,557410,774677,941204,1112105,1347512,1566513,1665035,1822048,2052443,2182775,2288368,2388576,2401740,2498569,2579251,2613701,2716349,2797987,2720465,2768892,2800439,2786330,2820019,2854233,2756412,2797518,2842959,2870748,2813246,2721768,2779229,2718717,2804618,2632825,2627285,2648746,2686299,2702820,2685573,2776112,2716593,2659475,2689640,2683636,2654289,2629115,2607026,2616099,2534318,2424706,2431584,2244042,2245491,2103986,2100249,1942467,1866259,1792934,1703710,1657153,1523974,1392946,1377224,1145264,1003294,906090,753365,586212,494449,415130,288147,220230,158484,92953,60301,34966,74489
2080,206850.390250129,142543.787506039,37295.6181185779,32246.3694764394,-5235.38485092774,109785.269017583,90167.729897305,13990.4645897699,6252.94594003344,17783.3290417851,14691.2886409367,23353.0935174198,204942.844412168,2.25160177305524,2.90721606893292,3.44022140918241,2.97067171842691,3.44005337351589,2.97052661764914,3.01737071132167,6.33856542468643,4.032,61.22,179.886445407495,174.724016416032,3.7841005,3.02750075,3.2167755,3.639,,,,2412.09584603681,455.210994874897,379.309844054072,488.865542759131,991.570731197058,54536.6873991398,10472.8872104441,32947.319206175,12419.1677176407,16600.234934915,3927.91655361921,11116.4809825207,3172792,3193384,3213834,3233833,3253331,3272412,3291128,3315806,3339882,3363215,3385865,3407829,3429135,3449977,3470529,3490896,3503131,3513030,3522679,3524421,3497150,3436155,3390764,3318352,3185279,3040922,2852330,2757132,2630824,2476511,2347877,2331639,2268807,2154143,2079257,2053891,2044369,2057813,2021683,1985308,2014859,1973094,1938146,2025181,2027282,1987112,2038968,2009592,1989328,2058069,2043428,2005556,1957289,1985936,2053967,1955586,1932582,1915866,1998948,1893812,1959186,1946683,1930907,2064301,1959708,1993015,1957411,1915868,1846460,1911868,1903865,2034079,1941171,1965727,1851329,1825059,1823423,1733338,1739083,1718440,1647111,1674668,1541326,1563602,1454768,1481912,1405346,1358557,1301375,1320982,1142233,1021792,913687,792448,682231,598555,456718,373910,289852,227376,486418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8235,19468,32331,55123,109266,199988,278707,388745,564142,755282,995044,1145890,1331867,1549118,1743134,1826204,1956146,2136924,2276067,2363685,2433039,2476324,2565775,2651563,2667349,2749320,2817644,2756462,2774820,2830613,2789330,2824344,2845936,2774234,2784164,2814251,2851498,2804225,2706836,2766085,2721735,2787263,2618007,2613423,2656287,2670109,2670424,2662088,2761504,2699176,2636827,2656454,2661245,2621200,2595269,2547346,2584989,2493574,2386782,2368545,2191550,2172555,2038951,2028585,1899344,1781966,1703068,1599529,1551770,1411420,1275870,1250625,1031357,883643,778540,637193,481314,396090,322612,206480,157817,115704,60535,38739,66204
2081,213932.947612293,147424.486790246,38572.620082958,33350.4851673127,-5414.6444282235,113544.316628745,93255.0729689887,14469.4980973236,6467.04680902018,18392.2302281759,15194.3183640024,24152.7034394562,211960.087404841,2.28213349309787,2.9639649265985,3.5185208484554,3.03018844217189,3.51834898829711,3.03004043433345,3.07892507383263,6.55219076562957,4.032,61.22,179.979986359107,174.814872904568,3.7841005,3.02750075,3.2167755,3.639,,,,2494.68600780511,470.797419339413,392.297413114483,505.604298943203,1025.52211303325,56404.0235756863,10831.4788685297,34075.4354157944,12844.4000202927,17168.6269790865,4062.40841641513,11497.1092913622,3160292,3180930,3201561,3221897,3241852,3261498,3280857,3306192,3330967,3355037,3378335,3400950,3422928,3444337,3465411,3486281,3500492,3508496,3521431,3523986,3471753,3461968,3393819,3295991,3181434,3051943,2868866,2687008,2615375,2469547,2355364,2249002,2223159,2205740,2110405,2070535,2017032,2048163,2036791,2015250,1974620,2015239,1955079,1955272,2016323,2025162,1968561,2048969,2030695,1981808,2033287,2040271,2017167,1947043,1993070,2036523,1946169,1921887,1906738,1991257,1867063,1942273,1936280,1922168,2050851,1939028,1973898,1948378,1899415,1844279,1887817,1895153,2012215,1951377,1939754,1843017,1825088,1814168,1708448,1735337,1700643,1620969,1639622,1516743,1524539,1402539,1428072,1332412,1294277,1238720,1228324,1042227,906607,810682,701556,581871,495172,369777,292530,218060,511888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6699,20167,29905,51753,130364,169078,269483,403467,558447,732541,964542,1199799,1329043,1536150,1714300,1886653,1979627,2063997,2224930,2328569,2443601,2470814,2536984,2609617,2697801,2700183,2796640,2824934,2784074,2790202,2856797,2781141,2800009,2846053,2788349,2774191,2787840,2845699,2779963,2705443,2755176,2710861,2773531,2601187,2613491,2643667,2648726,2644220,2637874,2743527,2679139,2604602,2629685,2617471,2596892,2552579,2513592,2513473,2455698,2325309,2294290,2121752,2114026,1953328,1942776,1810247,1694138,1598831,1500920,1449033,1293277,1176468,1127865,908100,764556,658796,542063,388927,303620,244576,146339,110568,83148,46172,65164
2082,221258.011738538,152472.301217944,39893.3465945985,34492.4057794415,-5600.04185344587,117432.074030114,96448.1266674469,14964.933712176,6688.47849176103,19021.9801911886,15714.5718247859,24979.6920052232,219217.600797582,2.31307922326428,3.0218215219657,3.59860238296624,3.09089756977064,3.59842661127075,3.09074659662924,3.14173514533881,6.77301580922393,4.032,61.22,180.073575952013,174.905776638478,3.7841005,3.02750075,3.2167755,3.639,,,,2580.10405671236,486.917522977595,405.729676539523,522.916190139019,1060.6359901835,58335.2973429178,11202.3487049882,35242.1783244312,13284.1922769875,17756.4807668505,4201.50528059319,11890.7703134985,3147927,3168451,3189106,3209620,3229911,3250015,3269937,3295915,3321348,3346118,3370153,3393418,3416049,3438132,3459775,3481168,3490713,3502983,3517018,3518381,3465797,3458871,3403492,3310220,3174851,3043229,2878537,2698896,2539373,2486479,2356841,2252436,2147526,2134182,2162376,2080640,2041633,1980788,2016729,2014939,2002365,1956166,2011180,1958190,1975632,2007248,2046128,1959243,2056667,2017587,1989214,2032819,2027931,2012949,1941496,1989075,2028346,1934702,1906640,1901697,1978763,1871748,1937794,1919664,1904932,2035067,1943123,1983108,1930080,1872672,1845119,1880024,1898550,2018058,1926678,1908325,1836852,1812740,1793517,1683766,1689073,1674889,1577605,1613448,1500303,1466958,1348927,1378310,1273219,1231787,1139525,1107782,946358,799915,720266,596141,478997,406826,291553,228962,522270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11870,21517,30497,53698,132530,167895,254735,383091,557418,731745,943182,1173983,1388879,1501002,1692954,1861944,2033150,2113475,2151719,2298573,2400635,2521526,2542005,2596369,2658182,2749600,2733682,2818084,2823470,2806560,2777027,2868093,2770387,2805895,2828180,2775874,2771946,2776206,2834283,2765348,2693322,2745444,2703415,2754314,2587335,2580163,2616654,2631546,2624538,2615625,2700453,2628875,2579785,2611088,2568926,2554235,2494721,2448408,2472749,2417962,2256358,2228026,2058397,2050059,1897914,1851720,1731536,1590216,1479513,1404709,1332360,1169309,1057157,998206,802465,658005,540037,446697,295098,231214,180049,94980,77331,54542,71096
